User:
anma2640
Hostname:
bhpc-c7-u31-6.rc.int.colorado.edu
CPU info:
Architecture:          x86_64
CPU op-mode(s):        32-bit, 64-bit
Byte Order:            Little Endian
CPU(s):                36
On-line CPU(s) list:   0-35
Thread(s) per core:    1
Core(s) per socket:    18
Socket(s):             2
NUMA node(s):          2
Vendor ID:             GenuineIntel
CPU family:            6
Model:                 85
Model name:            Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz
Stepping:              7
CPU MHz:               3100.000
Computation started at:
Thu Jan 13 14:29:05 MST 2022
git commit: 907a9246ad6cc900389a686f74cb0f6d9b5ba2c5, branch: dqmc, compiled at: Thu Jan 13 13:55:52 MST 2022

nproc used: 36 (NB: stochasticIter below is per proc)

**************************************************************
Input file  :
**************************************************************
{
    "system": {
        "integrals": "FCIDUMP_chol",
        "numAct": "10"
    },
    "wavefunction": {
        "right": "rhf",
        "left": "multislater",
        "determinants": "dets_0.bin",
        "ndets": "1"
    },
    "sampling": {
        "seed": "296808",
        "phaseless": "true",
        "dt": "0.005000",
        "nsteps": "50",
        "nwalk": "25",
        "choleskyThreshold": "2.0e-3",
        "orthoSteps": "20",
        "stochasticIter": "400"
    }
}

Number of orbitals:  50, nalpha:  5, nbeta:  5
Rankwise number of excitations 1 0 0 0 0 0 0 0 0 0
Number of determinants 1

Initial state energy:  (-5.3434305,0)
Number of Cholesky vectors: 225
Using truncated Cholesky with 90 vectors for energy calculations
Initial state energy with truncated Cholesky:  (-5.3431019,0)

Using ROHF RDM for background subtraction

  block     propTime         eshift            weight             energy          cumulative_energy          walltime
     0     0.000e+00       -5.34343e+00     9.00000e+02      -5.343430543e+00               -                1.49e-02 
     1     2.500e-01       -5.42898e+00     9.03858e+02      -5.440788073e+00               -                1.00e+00 
     2     5.000e-01       -5.46357e+00     9.04982e+02      -5.491266930e+00               -                2.00e+00 
     3     7.500e-01       -5.48995e+00     9.05551e+02      -5.515552681e+00               -                3.00e+00 
     4     1.000e+00       -5.50039e+00     9.05351e+02      -5.532110786e+00               -                3.99e+00 
     5     1.250e+00       -5.51701e+00     9.05423e+02      -5.540677957e+00               -                4.99e+00 
     6     1.500e+00       -5.50174e+00     9.04082e+02      -5.543878845e+00               -                5.99e+00 
     7     1.750e+00       -5.49384e+00     9.03125e+02      -5.547404806e+00               -                6.98e+00 
     8     2.000e+00       -5.50489e+00     9.03069e+02      -5.556125566e+00               -                7.98e+00 
     9     2.250e+00       -5.52194e+00     9.03301e+02      -5.558726764e+00               -                8.97e+00 
    10     2.500e+00       -5.51911e+00     9.02676e+02      -5.562221434e+00               -                9.97e+00 
    11     2.750e+00       -5.50814e+00     9.01719e+02      -5.567163710e+00               -                1.10e+01 
    12     3.000e+00       -5.51676e+00     9.01669e+02      -5.563453985e+00               -                1.20e+01 
    13     3.250e+00       -5.53828e+00     9.02262e+02      -5.561696144e+00               -                1.30e+01 
    14     3.500e+00       -5.51010e+00     9.00660e+02      -5.563893103e+00               -                1.39e+01 
    15     3.750e+00       -5.50597e+00     9.00166e+02      -5.558974238e+00               -                1.49e+01 
    16     4.000e+00       -5.50710e+00     8.99962e+02      -5.558008014e+00               -                1.59e+01 
    17     4.250e+00       -5.51401e+00     9.00048e+02      -5.565115726e+00               -                1.69e+01 
    18     4.500e+00       -5.51336e+00     8.99784e+02      -5.560365382e+00               -                1.79e+01 
    19     4.750e+00       -5.49372e+00     8.98711e+02      -5.566602859e+00               -                1.89e+01 
    20     5.000e+00       -5.52342e+00     8.99847e+02      -5.566901461e+00               -                1.99e+01 
    21     5.250e+00       -5.50622e+00     8.98894e+02      -5.561233892e+00               -                2.09e+01 
    22     5.500e+00       -5.50259e+00     8.98594e+02      -5.560860138e+00               -                2.19e+01 
    23     5.750e+00       -5.52587e+00     8.99519e+02      -5.570372386e+00               -                2.29e+01 
    24     6.000e+00       -5.51817e+00     8.99021e+02      -5.565884327e+00               -                2.39e+01 
    25     6.250e+00       -5.50602e+00     8.98358e+02      -5.570946181e+00               -                2.50e+01 
    26     6.500e+00       -5.50561e+00     8.98212e+02      -5.572598572e+00               -                2.60e+01 
    27     6.750e+00       -5.50355e+00     8.97998e+02      -5.578985820e+00               -                2.71e+01 
    28     7.000e+00       -5.50923e+00     8.98114e+02      -5.579676375e+00               -                2.82e+01 
    29     7.250e+00       -5.51935e+00     8.98440e+02      -5.583286929e+00               -                2.92e+01 
    30     7.500e+00       -5.50573e+00     8.97698e+02      -5.581714484e+00               -                3.02e+01 
    31     7.750e+00       -5.52815e+00     8.98593e+02      -5.576950160e+00               -                3.12e+01 
    32     8.000e+00       -5.52653e+00     8.98442e+02      -5.571600220e+00               -                3.22e+01 
    33     8.250e+00       -5.52219e+00     8.98200e+02      -5.570082143e+00               -                3.32e+01 
    34     8.500e+00       -5.53843e+00     8.98894e+02      -5.572213702e+00               -                3.42e+01 
    35     8.750e+00       -5.50705e+00     8.97444e+02      -5.569584982e+00               -                3.52e+01 
    36     9.000e+00       -5.51231e+00     8.97655e+02      -5.573340171e+00               -                3.62e+01 
    37     9.250e+00       -5.50497e+00     8.97286e+02      -5.568017926e+00               -                3.72e+01 
    38     9.500e+00       -5.51301e+00     8.97634e+02      -5.564383136e+00               -                3.82e+01 
    39     9.750e+00       -5.51269e+00     8.97626e+02      -5.570044404e+00               -                3.92e+01 
    40     1.000e+01       -5.51949e+00     8.97911e+02      -5.565537781e+00        -5.565537781e+00        4.02e+01 
    41     1.025e+01       -5.50201e+00     8.97128e+02      -5.563476903e+00        -5.564507791e+00        4.12e+01 
    42     1.050e+01       -5.52425e+00     8.98138e+02      -5.566730264e+00        -5.565248956e+00        4.22e+01 
    43     1.075e+01       -5.51923e+00     8.97907e+02      -5.568297064e+00        -5.566011098e+00        4.32e+01 
    44     1.100e+01       -5.49651e+00     8.96877e+02      -5.560226163e+00        -5.564855033e+00        4.42e+01 
    45     1.125e+01       -5.50837e+00     8.97435e+02      -5.566172756e+00        -5.565074622e+00        4.52e+01 
    46     1.150e+01       -5.50874e+00     8.97448e+02      -5.568615110e+00        -5.565580349e+00        4.62e+01 
    47     1.175e+01       -5.50427e+00     8.97234e+02      -5.565110411e+00        -5.565521625e+00        4.72e+01 
    48     1.200e+01       -5.51718e+00     8.97816e+02      -5.562330857e+00        -5.565166987e+00        4.82e+01 
    49     1.225e+01       -5.50386e+00     8.97234e+02      -5.561102632e+00        -5.564760678e+00        4.92e+01 
    50     1.250e+01       -5.52507e+00     8.98205e+02      -5.564896578e+00        -5.564773041e+00        5.02e+01 
    51     1.275e+01       -5.53248e+00     8.98539e+02      -5.567285317e+00        -5.564982603e+00        5.12e+01 
    52     1.300e+01       -5.53284e+00     8.98545e+02      -5.569967906e+00        -5.565366439e+00        5.22e+01 
    53     1.325e+01       -5.51102e+00     8.97543e+02      -5.568500718e+00        -5.565590274e+00        5.32e+01 
    54     1.350e+01       -5.52197e+00     8.98022e+02      -5.573335238e+00        -5.566106772e+00        5.42e+01 
    55     1.375e+01       -5.52631e+00     8.98184e+02      -5.567474442e+00        -5.566192291e+00        5.53e+01 
    56     1.400e+01       -5.50486e+00     8.97218e+02      -5.563739510e+00        -5.566048092e+00        5.64e+01 
    57     1.425e+01       -5.52627e+00     8.98192e+02      -5.563554134e+00        -5.565909471e+00        5.75e+01 
    58     1.450e+01       -5.51576e+00     8.97734e+02      -5.565261541e+00        -5.565875370e+00        5.86e+01 
    59     1.475e+01       -5.49661e+00     8.96879e+02      -5.563255766e+00        -5.565744511e+00        5.96e+01 
    60     1.500e+01       -5.52914e+00     8.98351e+02      -5.567082452e+00        -5.565808266e+00        6.06e+01 
    61     1.525e+01       -5.53242e+00     8.98493e+02      -5.570625228e+00        -5.566027394e+00        6.16e+01 
    62     1.550e+01       -5.51936e+00     8.97886e+02      -5.570194250e+00        -5.566208583e+00        6.26e+01 
    63     1.575e+01       -5.52763e+00     8.98240e+02      -5.568752726e+00        -5.566314641e+00        6.36e+01 
    64     1.600e+01       -5.50607e+00     8.97263e+02      -5.567091155e+00        -5.566345684e+00        6.46e+01 
    65     1.625e+01       -5.50192e+00     8.97077e+02      -5.565706866e+00        -5.566321133e+00        6.56e+01 
    66     1.650e+01       -5.51178e+00     8.97525e+02      -5.567889974e+00        -5.566379224e+00        6.66e+01 
    67     1.675e+01       -5.53201e+00     8.98429e+02      -5.566039099e+00        -5.566367068e+00        6.76e+01 
    68     1.700e+01       -5.49223e+00     8.96647e+02      -5.565941875e+00        -5.566352423e+00        6.86e+01 
    69     1.725e+01       -5.51302e+00     8.97584e+02      -5.570337246e+00        -5.566485230e+00        6.96e+01 
    70     1.750e+01       -5.51089e+00     8.97472e+02      -5.564660615e+00        -5.566426388e+00        7.06e+01 
    71     1.775e+01       -5.52508e+00     8.98121e+02      -5.567705073e+00        -5.566466364e+00        7.16e+01 
    72     1.800e+01       -5.52107e+00     8.97937e+02      -5.559408362e+00        -5.566252437e+00        7.26e+01 
    73     1.825e+01       -5.49976e+00     8.97015e+02      -5.567795403e+00        -5.566297783e+00        7.36e+01 
    74     1.850e+01       -5.51625e+00     8.97747e+02      -5.573003258e+00        -5.566489375e+00        7.46e+01 
    75     1.875e+01       -5.52158e+00     8.97957e+02      -5.563693799e+00        -5.566411700e+00        7.56e+01 
    76     1.900e+01       -5.51378e+00     8.97622e+02      -5.564335061e+00        -5.566355580e+00        7.66e+01 
    77     1.925e+01       -5.51883e+00     8.97859e+02      -5.563685528e+00        -5.566285305e+00        7.76e+01 
    78     1.950e+01       -5.50614e+00     8.97302e+02      -5.570303516e+00        -5.566388289e+00        7.86e+01 
    79     1.975e+01       -5.50613e+00     8.97283e+02      -5.572681549e+00        -5.566545548e+00        7.96e+01 
    80     2.000e+01       -5.51966e+00     8.97863e+02      -5.572676993e+00        -5.566695122e+00        8.06e+01 
    81     2.025e+01       -5.51120e+00     8.97459e+02      -5.572825022e+00        -5.566841033e+00        8.17e+01 
